id,kind,label,organism
M4-FUNG-0045:G010,GENE,vrtJ,
M4-FUNG-0045:G011,GENE,vrtK,
M4-FUNG-0045:G012,GENE,vrtL,
M4-FUNG-0045:G013,GENE,vrtR1,
M4-FUNG-0045:G014,GENE,vrtR2,
M4-FUNG-0046:G001,GENE,yanA,
M4-FUNG-0046:G002,GENE,yanB,
M4-FUNG-0046:G003,GENE,yanC,
M4-FUNG-0046:G004,GENE,yanD,
M4-FUNG-0046:G005,GENE,yanE,
M4-FUNG-0046:G006,GENE,yanF,
M4-FUNG-0046:G007,GENE,yanG,
M4-FUNG-0046:G008,GENE,yanH,
M4-FUNG-0046:G009,GENE,yanI,
M4-FUNG-0046:G010,GENE,yanR,
M4-FUNG-0047:G001,GENE,ATEG_03466,
M4-FUNG-0047:G002,GENE,ATEG_03467,
M4-FUNG-0047:G003,GENE,ATEG_03468,
M4-FUNG-0047:G004,GENE,ataL / ATEG_03469,
M4-FUNG-0047:G005,GENE,ataP / ATEG_03470,
M4-FUNG-0047:G006,GENE,ATEG_03471,
M4-FUNG-0047:G007,GENE,ATEG_03472,
M4-FUNG-0047:G008,GENE,ATEG_03473,
M4-FUNG-0047:G009,GENE,ATEG_03474,
M4-FUNG-0047:G010,GENE,ATEG_03475,
M4-FUNG-0048:G001,GENE,anaPS / NFIA_055290,
M4-FUNG-0048:G002,GENE,anaPT / NFIA_055300,
M4-FUNG-0048:G003,GENE,anaAT / NFIA_055310,
M4-FUNG-0049:G001,GENE,aps2,
M4-FUNG-0049:G002,GENE,aps3,
M4-FUNG-0049:G003,GENE,aps4,
M4-FUNG-0049:G004,GENE,aps5,
M4-FUNG-0049:G005,GENE,aps6,
M4-FUNG-0049:G006,GENE,aps7,
M4-FUNG-0049:G007,GENE,aps8,
M4-FUNG-0049:G008,GENE,aps9,
M4-FUNG-0049:G009,GENE,aps10,
M4-FUNG-0049:G010,GENE,aps11,
M4-FUNG-0049:G011,GENE,aps1,
M4-FUNG-0050:G001,GENE,aba1,
M4-FUNG-0051:G001,GENE,bbBsls / BSLS,
M4-FUNG-0052:G001,GENE,kivr,
M4-FUNG-0052:G002,GENE,bbBeas / Beas,
M4-FUNG-0052:G003,GENE,ACI30651.1,
M4-FUNG-0052:G004,GENE,ACI30652.1,
M4-FUNG-0052:G005,GENE,ACI30653.1,
M4-FUNG-0053:G001,GENE,cefR,
M4-FUNG-0053:G002,GENE,cefP,
M4-FUNG-0053:G003,GENE,cefT,
M4-FUNG-0053:G004,GENE,pcbAB,
M4-FUNG-0053:G005,GENE,pcbC,
M4-FUNG-0053:G006,GENE,cefD1,
M4-FUNG-0053:G007,GENE,cefD2,
M4-FUNG-0053:G008,GENE,cefM,
M4-FUNG-0054:G001,GENE,cefEF,
M4-FUNG-0054:G002,GENE,cefG,
M4-FUNG-0055:ctg1_orf000000,GENE,,
M4-FUNG-0055:ctg1_orf00001,GENE,,
M4-FUNG-0055:ctg1_orf0002,GENE,,
M4-FUNG-0055:ctg1_orf003,GENE,,
M4-FUNG-0055:ctg1_orf04,GENE,,
M4-FUNG-0055:ctg1_orf5,GENE,,
M4-FUNG-0055:ctg1_orf6,GENE,,
M4-FUNG-0055:ctg1_orf7,GENE,,
M4-FUNG-0055:ctg1_orf8,GENE,,
M4-FUNG-0055:ctg1_orf9,GENE,,
M4-FUNG-0055:ctg1_orf10,GENE,,
M4-FUNG-0055:ctg1_orf11,GENE,,
M4-FUNG-0055:ctg1_orf12,GENE,,
M4-FUNG-0055:ctg1_orf13,GENE,,
M4-FUNG-0055:ctg1_orforf14,GENE,,
M4-FUNG-0056:cds_0_1525,GENE,,
M4-FUNG-0056:cds_2368_3434,GENE,,
M4-FUNG-0056:cds_3806_6518,GENE,,
M4-FUNG-0056:cds_7545_9017,GENE,,
M4-FUNG-0056:cds_9169_10992,GENE,,
M4-FUNG-0056:cds_11355_12157,GENE,,
M4-FUNG-0056:cds_12312_14460,GENE,,
M4-FUNG-0056:cds_16753_18238,GENE,,
M4-FUNG-0056:simA,GENE,SimA,
M4-FUNG-0056:simB,GENE,SimB,
M4-FUNG-0056:simC,GENE,SimC,
M4-FUNG-0056:simD,GENE,SimD,
M4-FUNG-0056:simE,GENE,SimE,
M4-FUNG-0056:simF,GENE,SimF,
M4-FUNG-0056:simG,GENE,SimG,
M4-FUNG-0056:simH,GENE,SimH,
M4-FUNG-0056:simI,GENE,SimI,
M4-FUNG-0056:simJ,GENE,SimJ,
M4-FUNG-0056:simK,GENE,SimK,
M4-FUNG-0056:simL,GENE,SimL,
M4-FUNG-0057:MAA_10031,GENE,,
M4-FUNG-0057:MAA_10032,GENE,,
M4-FUNG-0057:MAA_10033,GENE,,
M4-FUNG-0057:MAA_10034,GENE,,
M4-FUNG-0057:MAA_10035,GENE,,
M4-FUNG-0057:MAA_10036,GENE,,
M4-FUNG-0057:MAA_10037,GENE,,
M4-FUNG-0057:MAA_10038,GENE,,
M4-FUNG-0057:MAA_10039,GENE,,
M4-FUNG-0057:MAA_10040,GENE,,
M4-FUNG-0057:MAA_10041,GENE,,
M4-FUNG-0057:MAA_10042,GENE,,
M4-FUNG-0057:MAA_10043,GENE,DtxS1,
M4-FUNG-0057:MAA_10044,GENE,DtxS2,
M4-FUNG-0057:MAA_10045,GENE,DtxS3,
M4-FUNG-0057:MAA_10046,GENE,DtxS4,
M4-FUNG-0057:MAA_10047,GENE,,
M4-FUNG-0057:MAA_10048,GENE,,
M4-FUNG-0057:MAA_10049,GENE,,
M4-FUNG-0057:MAA_10050,GENE,,
M4-FUNG-0057:MAA_10051,GENE,,
M4-FUNG-0058:ecdB,GENE,EcdB,
M4-FUNG-0058:ecdC,GENE,EcdC,
M4-FUNG-0058:ecdD,GENE,EcdD,
M4-FUNG-0058:ecdE,GENE,EcdE,
M4-FUNG-0058:ecdF,GENE,EcdF,
M4-FUNG-0058:ecdA,GENE,EcdA,
M4-FUNG-0058:ecdG,GENE,EcdG,
M4-FUNG-0058:ecdH,GENE,EcdH,
M4-FUNG-0058:ecdI,GENE,EcdI,
M4-FUNG-0058:ecdJ,GENE,EcdJ,
M4-FUNG-0058:ecdK,GENE,EcdK,
M4-FUNG-0058:ecdL,GENE,EcdL,
M4-FUNG-0059:esyn1,GENE,enniatin synthetase,
M4-FUNG-0060:easH,GENE,EasH,
M4-FUNG-0060:easA,GENE,EasA,
M4-FUNG-0060:easG,GENE,EasG,
M4-FUNG-0060:easF,GENE,EasF,
M4-FUNG-0060:easE,GENE,EasE,
M4-FUNG-0060:lpsB,GENE,LpsB,
M4-FUNG-0061:AFUA_6G12040,GENE,,
M4-FUNG-0061:AFUA_6G12050,GENE,FmqC,
M4-FUNG-0061:AFUA_6G12060,GENE,FmqB,
M4-FUNG-0061:AFUA_6G12070,GENE,FmqD,
M4-FUNG-0061:AFUA_6G12080,GENE,FmqA,
M4-FUNG-0062:Pc16g04690,GENE,HcpA,
M4-FUNG-0063:gliZ,GENE,GliZ,
M4-FUNG-0063:gliP,GENE,GliP,
M4-FUNG-0063:gliC,GENE,GliC,
M4-FUNG-0063:gliF,GENE,GliF,
M4-FUNG-0063:gliG,GENE,GliG,
M4-FUNG-0063:gliK,GENE,GliK,
M4-FUNG-0063:gliJ,GENE,GliJ,
M4-FUNG-0063:gliI,GENE,GliI,
M4-FUNG-0063:gliM,GENE,GliM,
M4-FUNG-0063:gliN,GENE,GliN,
M4-FUNG-0063:gliA,GENE,GliA,
M4-FUNG-0063:gliT,GENE,GliT,
M4-FUNG-0064:HTS1,GENE,HC-toxin synthetase,
M4-FUNG-0064:TOXA,GENE,putative cyclic-peptide efflux pump,
M4-FUNG-0064:TOXC,GENE,fatty acid synthase-like protein,
M4-FUNG-0064:TOXD,GENE,TOX2 biosynthetic gene,
M4-FUNG-0064:TOXE,GENE,TOXEp regulator,
M4-FUNG-0064:TOXF,GENE,branched-chain-amino-acid transaminase-like,
M4-FUNG-0064:TOXG,GENE,TOX2 biosynthetic gene,
M4-FUNG-0065:AFUA_3G12890,GENE,HasA,
M4-FUNG-0065:AFUA_3G12900,GENE,HasB,
M4-FUNG-0065:AFUA_3G12910,GENE,HasC,
M4-FUNG-0065:AFUA_3G12920,GENE,HasD,
M4-FUNG-0065:AFUA_3G12930,GENE,HasE,
M4-FUNG-0065:AFUA_3G12940,GENE,HasF,
M4-FUNG-0065:AFUA_3G12950,GENE,HasG,
M4-FUNG-0065:AFUA_3G12960,GENE,HasH,
M4-FUNG-0066:pcbAB,GENE,ACV synthetase,
M4-FUNG-0066:pcbC,GENE,IPN synthase,
M4-FUNG-0066:penDE,GENE,IPN acyltransferase,
M4-FUNG-0066:ORF11,GENE,,
M4-FUNG-0066:ORF12,GENE,,
M4-FUNG-0066:ORF13,GENE,,
M4-FUNG-0067:pcbAB,GENE,ACV synthetase,
M4-FUNG-0067:pcbC,GENE,isopenicillin N synthase,
M4-FUNG-0067:penDE,GENE,isopenicillin-N acyltransferase,
M4-FUNG-0068:Pc21g15420,GENE,RoqT,
M4-FUNG-0068:Pc21g15430,GENE,RoqD,
M4-FUNG-0068:Pc21g15440,GENE,RoqN,
M4-FUNG-0068:Pc21g15450,GENE,RoqO,
M4-FUNG-0068:Pc21g15460,GENE,RoqM,
M4-FUNG-0068:Pc21g15470,GENE,RoqR,
M4-FUNG-0068:Pc21g15480,GENE,RoqA,
M4-FUNG-0069:ANIA_08513,GENE,TdiA,
M4-FUNG-0069:ANIA_08514,GENE,TdiB,
M4-FUNG-0069:ANIA_08518,GENE,TdiC,
M4-FUNG-0069:ANIA_08516,GENE,TdiD,
M4-FUNG-0069:ANIA_08520,GENE,TdiE,
M4-FUNG-0070:vlmS,GENE,VlmS,
M4-FUNG-0070:vlmA,GENE,VlmA,
M4-FUNG-0070:vlmB,GENE,VlmB,
M4-FUNG-0070:vlmC,GENE,VlmC,
M4-FUNG-0071:AFLA_094930,GENE,,
M4-FUNG-0071:AFLA_094940,GENE,,
M4-FUNG-0071:AFLA_094950,GENE,,
M4-FUNG-0071:AFLA_094960,GENE,,
M4-FUNG-0071:AFLA_094970,GENE,,
M4-FUNG-0071:AFLA_094980,GENE,,
M4-FUNG-0071:AFLA_094990,GENE,,
M4-FUNG-0071:AFLA_095000,GENE,,
M4-FUNG-0071:AFLA_095010,GENE,,
M4-FUNG-0071:AFLA_095020,GENE,,
M4-FUNG-0071:AFLA_095030,GENE,,
M4-FUNG-0071:AFLA_095040,GENE,,
M4-FUNG-0071:AFLA_095050,GENE,,
M4-FUNG-0071:AFLA_095060,GENE,,
M4-FUNG-0071:AFLA_095070,GENE,,
M4-FUNG-0071:AFLA_095080,GENE,,
M4-FUNG-0071:AFLA_095090,GENE,,
M4-FUNG-0071:AFLA_095100,GENE,,
M4-FUNG-0071:AFLA_095110,GENE,,
M4-FUNG-0072:atmG,GENE,AtmG,
M4-FUNG-0072:atmC,GENE,AtmC,
M4-FUNG-0072:atmM,GENE,AtmM,
M4-FUNG-0072:atmP,GENE,AtmP,
M4-FUNG-0072:atmQ,GENE,AtmQ,
M4-FUNG-0072:atmD,GENE,AtmD,
M4-FUNG-0072:atmB,GENE,AtmB,
M4-FUNG-0072:atmA,GENE,AtmA,
M4-FUNG-0073:BCIN_12g06370,GENE,Bcbot4,
M4-FUNG-0073:BCIN_12g06380,GENE,Bcbot1,
M4-FUNG-0073:BCIN_12g06390,GENE,Bcbot2,
M4-FUNG-0073:BCIN_12g06400,GENE,Bcbot3,
M4-FUNG-0073:BCIN_12g06410,GENE,Bcbot5,
M4-FUNG-0073:BCIN_12g06420,GENE,Bcbot6,
M4-FUNG-0073:BCIN_12g06430,GENE,Bcbot7,
M4-FUNG-0074:PROQFM164_S02g001464,GENE,ORF1 / prx1,
M4-FUNG-0074:PROQFM164_S02g001465,GENE,ORF2 / prx2 / ari1,
M4-FUNG-0074:PROQFM164_S02g001466,GENE,ORF3 / prx3,
M4-FUNG-0074:PROQFM164_S02g001467,GENE,ORF4 / prx4,
M4-FUNG-0074:PROQFM164_S02g001468,GENE,ORF5 / prx8,
M4-FUNG-0074:PROQFM164_S02g001469,GENE,ORF6 / prx9,
M4-FUNG-0074:PROQFM164_S02g001470,GENE,ORF7,
M4-FUNG-0074:PROQFM164_S02g001471,GENE,ORF8 / prx11,
M4-FUNG-0074:PROQFM164_S02g001472,GENE,ORF9,
M4-FUNG-0074:PROQFM164_S02g001473,GENE,ORF10,
M4-FUNG-0074:PROQFM164_S02g001474,GENE,ORF11,
M4-FUNG-0075:AN1592 / ANIA_01592,GENE,PbcB,
M4-FUNG-0075:AN1593 / ANIA_01593,GENE,HMG-CoA reductase-like cluster enzyme,
M4-FUNG-0075:AN1594,GENE,PbcA,
M4-FUNG-0075:AN1595,GENE,cluster-associated elongation-factor-like protein,
M4-FUNG-0075:AN1596,GENE,short-chain dehydrogenase,
M4-FUNG-0075:AN1597,GENE,putative methyltransferase-like protein,
M4-FUNG-0075:AN1598,GENE,CYP503B1-like P450,
M4-FUNG-0075:AN1599,GENE,PbcR,
M4-FUNG-0076:PbGGS,GENE,PbGGS,
M4-FUNG-0076:ACS,GENE,PbACS,
M4-FUNG-0076:PbP450-1,GENE,PbP450-1,
M4-FUNG-0076:PbTP,GENE,PbTP,
M4-FUNG-0076:PbP450-2,GENE,PbP450-2,
M4-FUNG-0076:PbTF,GENE,PbTF,
M4-FUNG-0077:ausA,GENE,AusA,
M4-FUNG-0077:ausN,GENE,AusN,
M4-FUNG-0078:trt4,GENE,Trt4,
M4-FUNG-0078:trt2,GENE,Trt2,
M4-FUNG-0078:trt14,GENE,Trt14,
M4-FUNG-0078:trt7,GENE,Trt7,
M4-FUNG-0323:G001,GENE,NfSS,
M4-FUNG-0323:G002,GENE,NfP450,
M4-FUNG-0324:G001,GENE,FCK1 / FPSE_06372,
M4-FUNG-0324:G002,GENE,FCK2 / FPSE_20001,
M4-FUNG-0324:G003,GENE,FCK3 / FPSE_06371; FCK4 / FPSE_20002,
M4-FUNG-0325:G001,GENE,perA / BAE06845.2,
M4-FUNG-0325:G002,GENE,neighboring cosmid genes,
M4-FUNG-0326:G001,GENE,SthB,
M4-FUNG-0326:G002,GENE,pathway PKS/tailoring genes,
M4-FUNG-0327:G001,GENE,LnaA / LnbA historical homologues,
M4-FUNG-0327:G002,GENE,LnaB / LnbB historical homologues,
M4-FUNG-0328:G001,GENE,CalA,
M4-FUNG-0328:G002,GENE,CalK / CalH / CalD,
M4-FUNG-0328:G003,GENE,CalB/C/E/F/G/I/J/L/M,
M4-FUNG-0329:G001,GENE,acurin PKS,
M4-FUNG-0329:G002,GENE,acurin NRPS,
M4-FUNG-0329:G003,GENE,six additional implicated cluster genes,
M4-FUNG-0330:G001,GENE,Ev460pks,
M4-FUNG-0330:G002,GENE,flanking annotated genes,
M4-FUNG-0331:G001,GENE,AnATPKS,
M4-FUNG-0331:G002,GENE,AnOMT,
M4-FUNG-0332:G001,GENE,NRPS9 / FGSG_10990,
M4-FUNG-0332:G002,GENE,NRPS5 / FGSG_13878,
M4-FUNG-0332:G003,GENE,FGM4,
M4-FUNG-0332:G004,GENE,fgm1/fgm2/fgm3/fgm5/fgm9,
M4-FUNG-0333:G001,GENE,AfumA / AFUB_071550,
M4-FUNG-0333:G002,GENE,AfumB,
M4-FUNG-0333:G003,GENE,AfumC,
M4-FUNG-0333:G004,GENE,AfumD,
M4-FUNG-0426:G001,GENE,ATEG_07659,
M4-FUNG-0426:G002,GENE,ATEG_07661,
M4-FUNG-0426:G003,GENE,ATEG_07662,
M4-FUNG-0426:G004,GENE,ATEG_07666,
M4-FUNG-0426:G005,GENE,ATEG_07667,
M4-FUNG-0427:G001,GENE,PfpE,
M4-FUNG-0427:G002,GENE,PfpB,
M4-FUNG-0427:G003,GENE,PfpD,
M4-FUNG-0427:G004,GENE,PfpC,
M4-FUNG-0427:G005,GENE,PfpF,
M4-FUNG-0427:G006,GENE,PfpG,
M4-FUNG-0427:G007,GENE,PfpA,
M4-FUNG-0428:G001,GENE,mca17 core PKS-NRPS,
M4-FUNG-0428:G002,GENE,pathway-specific zinc-finger regulator,
M4-FUNG-0429:G001,GENE,swnA,
M4-FUNG-0429:G002,GENE,swnH1,
M4-FUNG-0429:G003,GENE,swnT,
M4-FUNG-0429:G004,GENE,swnN,
M4-FUNG-0429:G005,GENE,swnR,
M4-FUNG-0429:G006,GENE,swnK,
M4-FUNG-0429:G007,GENE,swnH2,
M4-FUNG-0430:G001,GENE,atqA / ATEG_00700,
M4-FUNG-0430:G002,GENE,ATEG_00701,
M4-FUNG-0430:G003,GENE,ATEG_00702,
M4-FUNG-0430:G004,GENE,ATEG_00703,
M4-FUNG-0431:G001,GENE,ATEG_10302,
M4-FUNG-0431:G002,GENE,ATEG_10303,
M4-FUNG-0431:G003,GENE,ATEG_10304,
M4-FUNG-0431:G004,GENE,anaPS / ATEG_10305,
M4-FUNG-0431:G005,GENE,ATEG_10306,
M4-FUNG-0431:G006,GENE,ATEG_10307,
M4-FUNG-0432:G001,GENE,btyA / ATEG_02815,
M4-FUNG-0432:G002,GENE,ATEG_02816,
M4-FUNG-0432:G003,GENE,ATEG_02817,
M4-FUNG-0432:G004,GENE,ATEG_02818,
M4-FUNG-0432:G005,GENE,ATEG_02819,
M4-FUNG-0432:G006,GENE,ATEG_02820,
M4-FUNG-0432:G007,GENE,ATEG_02821,
M4-FUNG-0433:G001,GENE,apvA / ATEG_02004,
M4-FUNG-0434:G001,GENE,AnOMT / BO96DRAFT_417028,
M4-FUNG-0434:G002,GENE,AnATPKS / BO96DRAFT_451379,
M4-FUNG-0435:G001,GENE,ATRR / AN5318.2,
M4-FUNG-0436:G001,GENE,greA,
M4-FUNG-0437:G001,GENE,brsA,
M4-FUNG-0437:G002,GENE,brsJ,
M4-FUNG-0437:G003,GENE,brsH,
M4-FUNG-0437:G004,GENE,brsD,
M4-FUNG-0437:G005,GENE,PMG11_03954 / BrsA-linked NRPS feature,
M4-FUNG-0438:G001,GENE,protoilludene synthase core (historical Omp6/Omp7 label unresolved),
M4-FUNG-0438:G002,GENE,neighboring tailoring genes,
M4-FUNG-0439:G001,GENE,protoilludene synthase core (historical Omp6/Omp7 label unresolved),
M4-FUNG-0439:G002,GENE,neighboring tailoring genes,
M4-FUNG-0440:G001,GENE,smbA,
M4-FUNG-0440:G002,GENE,smbB,
M4-FUNG-0440:G003,GENE,smbC,
M4-FUNG-0440:G004,GENE,smbE,
M4-FUNG-0440:G005,GENE,smbF,
M4-FUNG-0440:G006,GENE,smbG,
M4-FUNG-0441:G001,GENE,bisA,
M4-FUNG-0441:G002,GENE,bisE,
M4-FUNG-0441:G003,GENE,bisF,
M4-FUNG-0441:G004,GENE,bisG,
M4-FUNG-0441:G005,GENE,bisH,
M4-FUNG-0441:G006,GENE,bisI,
M4-FUNG-0441:G007,GENE,bisK,
M4-FUNG-0442:G001,GENE,ashL,
M4-FUNG-0442:G002,GENE,ashP,
M4-FUNG-0442:G003,GENE,two additional canonical genes,
M4-FUNG-0443:G001,GENE,pvhA,
M4-FUNG-0443:G002,GENE,pvhB,
M4-FUNG-0443:G003,GENE,pvhC,
M4-FUNG-0443:G004,GENE,pvhD,
M4-FUNG-0443:G005,GENE,pvhE,
M4-FUNG-0443:G006,GENE,mfs / ORF1,
M4-FUNG-0443:G007,GENE,TF / ORF2,
M4-FUNG-0444:G001,GENE,Pc20g10860 / PCH_Pc20g10860,
M4-FUNG-0444:G002,GENE,Pc20g10870 / PCH_Pc20g10870,
M4-FUNG-0445:G001,GENE,PUL3 / MPUL0C04960,
M4-FUNG-0445:G002,GENE,PUL4 / MPUL0C04970,
M4-FUNG-0445:G003,GENE,PUL2 / MPUL0C04980,
M4-FUNG-0445:G004,GENE,PUL1 / MPUL0C04990,
M4-FUNG-0446:G001,GENE,melA / ATEG_03563,
M4-FUNG-0446:G002,GENE,tyrP / ATEG_03564,
M4-FUNG-0446:G003,GENE,ATEG_03561,
M4-FUNG-0446:G004,GENE,ATEG_03562,
M4-FUNG-0446:G005,GENE,ATEG_03565,
M4-FUNG-0446:G006,GENE,ATEG_03566,
M4-FUNG-0447:G001,GENE,ctdQ,
M4-FUNG-0447:G002,GENE,ctdU,
M4-FUNG-0447:G003,GENE,ctdE,
M4-FUNG-0447:G004,GENE,ctdD,
M4-FUNG-0447:G005,GENE,ctdH / ctdS / ctdC,
M4-FUNG-0448:G001,GENE,clsI,
M4-FUNG-0448:G002,GENE,clsK,
M4-FUNG-0448:G003,GENE,clsA,
M4-FUNG-0448:G004,GENE,clsD,
M4-FUNG-0448:G005,GENE,clsF,
M4-FUNG-0449:G001,GENE,SubA / MAA_07496,
M4-FUNG-0449:G002,GENE,SubB-class / MAA_07497,
M4-FUNG-0449:G003,GENE,MAA_11696,
M4-FUNG-0449:G004,GENE,SubD / MAA_07498,
M4-FUNG-0449:G005,GENE,SubE-class / MAA_07499,
M4-FUNG-0449:G006,GENE,SubF / DpmaF / MAA_07500,
M4-FUNG-0450:G001,GENE,dpfgA,
M4-FUNG-0450:G002,GENE,dpfgB,
M4-FUNG-0450:G003,GENE,dpfgC / dpfgD,
M4-FUNG-0450:G004,GENE,dpfgE,
M4-FUNG-0450:G005,GENE,dpfgG / dpfgH,
M4-FUNG-0450:G006,GENE,dpfgI,
M4-FUNG-0450:G007,GENE,dpfgJ / dpfgK,
M4-FUNG-0451:G001,GENE,dpchA / CH63R_05473,
M4-FUNG-0451:G002,GENE,dpchE / dpchB,
M4-FUNG-0451:G003,GENE,dpchC / dpchD,
M4-FUNG-0451:G004,GENE,dpchG / dpchH,
M4-FUNG-0451:G005,GENE,dpchF / CH63R_05481,
M4-FUNG-0451:G006,GENE,CH63R_05474,
M4-FUNG-0451:G007,GENE,CH63R_05482,
M4-FUNG-0452:G001,GENE,Spd1,
M4-FUNG-0452:G002,GENE,Spd2,
M4-FUNG-0452:G003,GENE,Spd3,
M4-FUNG-0452:G004,GENE,Spd4,
M4-FUNG-0452:G005,GENE,Spd5,
M4-FUNG-0452:G006,GENE,Spd6,
M4-FUNG-0452:G007,GENE,Spd7 + remaining Spd-locus features,
M4-FUNG-0453:G001,GENE,Pro1,
M4-FUNG-0453:G002,GENE,CYP-Arm3,
M4-FUNG-0453:G003,GENE,CYP-Arm2,
M4-FUNG-0453:G004,GENE,CYP-Arm1,
M4-FUNG-0453:G005,GENE,CYP-Arm4,
M4-FUNG-0453:G006,GENE,two hypothetical proteins / neighboring oxidoreductase-regulatory features,
M4-FUNG-0454:G001,GENE,ssk6 / BsPS,
M4-FUNG-0454:G002,GENE,ssk4,
M4-FUNG-0454:G003,GENE,ssk5 / ssk9,
M4-FUNG-0454:G004,GENE,ssk7,
M4-FUNG-0454:G005,GENE,ssk8,
M4-FUNG-0454:G006,GENE,ssk1,
M4-FUNG-0455:G001,GENE,mpas / CuPKS1,
M4-FUNG-0455:G002,GENE,mpao,
M4-FUNG-0455:G003,GENE,additional canonical neighboring genes,
M4-FUNG-0456:G001,GENE,PenP,
M4-FUNG-0456:G002,GENE,PenC,
M4-FUNG-0456:G003,GENE,PenI / PenJ / PenK,
M4-FUNG-0456:G004,GENE,PenT / PenT*,
M4-FUNG-0456:G005,GENE,PenF,
M4-FUNG-0456:G006,GENE,other Pen P450/methylation/tailoring genes,
M4-FUNG-0457:G001,GENE,FUM21,
M4-FUNG-0457:G002,GENE,FUM7,
M4-FUNG-0457:G003,GENE,FUM1,
M4-FUNG-0457:G004,GENE,FUM6 / FUM8 / FUM10,
M4-FUNG-0457:G005,GENE,FUM16 / FUM17 / FUM18 / FUM19,
M4-FUNG-0457:G006,GENE,remaining FUM genes,
M4-FUNG-0458:G001,GENE,xenA,
M4-FUNG-0458:G002,GENE,xenB,
M4-FUNG-0458:G003,GENE,xenC,
M4-FUNG-0458:G004,GENE,xenD,
M4-FUNG-0458:G005,GENE,xenE,
M4-FUNG-0458:G006,GENE,xenF,
M4-FUNG-0458:G007,GENE,xenG,
M4-FUNG-0459:G001,GENE,spoP,
M4-FUNG-0459:G002,GENE,spoB,
M4-FUNG-0459:G003,GENE,spoR,
M4-FUNG-0459:G004,GENE,spoF,
M4-FUNG-0459:G005,GENE,spoL,
M4-FUNG-0459:G006,GENE,spoM,
M4-FUNG-0460:G001,GENE,brq1 / Cma_00867,
M4-FUNG-0460:G002,GENE,brq2 / Cma_00868,
M4-FUNG-0460:G003,GENE,brq3 / Cma_00869,
M4-FUNG-0460:G004,GENE,brq4 / Cma_00870,
M4-FUNG-0460:G005,GENE,brq5 / PKS21 / Cma_00871,
M4-FUNG-0460:G006,GENE,brq6 / Cma_00872,
M4-FUNG-0461:G001,GENE,crz7,
M4-FUNG-0462:G001,GENE,sol4,
M4-FUNG-0462:G002,GENE,sol5,
M4-FUNG-0463:G001,GENE,PKSN/PKS35,
M4-FUNG-0465:G001,GENE,g429,
M4-FUNG-0465:G002,GENE,g430,
M4-FUNG-0465:G003,GENE,g431,
M4-FUNG-0465:G004,GENE,g432,
M4-FUNG-0465:G005,GENE,g433,
M4-FUNG-0465:G006,GENE,g434,
M4-FUNG-0465:G007,GENE,g435,
M4-FUNG-0466:G001,GENE,sptF,
M4-FUNG-0466:G002,GENE,sptN,
M4-FUNG-0466:G003,GENE,sptM,
M4-FUNG-0466:G004,GENE,sptB,
M4-FUNG-0467:G001,GENE,chaA,
M4-FUNG-0467:G002,GENE,chaB,
M4-FUNG-0467:G003,GENE,chaC,
M4-FUNG-0468:G001,GENE,g67,
M4-FUNG-0468:G002,GENE,g68,
M4-FUNG-0468:G003,GENE,g76,
M4-FUNG-0468:G004,GENE,g66,
M4-FUNG-0469:G001,GENE,htyD,
M4-FUNG-0469:G002,GENE,htyC,
M4-FUNG-0469:G003,GENE,htyB,
M4-FUNG-0469:G004,GENE,htyA,
M4-FUNG-0469:G005,GENE,trt,
M4-FUNG-0469:G006,GENE,nrps,
M4-FUNG-0469:G007,GENE,oxy1,
M4-FUNG-0470:G001,GENE,PN-13,
M4-FUNG-0470:G002,GENE,PN-14,
M4-FUNG-0470:G003,GENE,pn3-17,
M4-FUNG-0470:G004,GENE,pn3-19,
M4-FUNG-0470:G005,GENE,pn3-12,
M4-FUNG-0472:G001,GENE,emeA,
M4-FUNG-0472:G002,GENE,emeB,
M4-FUNG-0472:G003,GENE,emeC,
M4-FUNG-0473:G001,GENE,PeniA,
M4-FUNG-0473:G002,GENE,PeniB,
M4-FUNG-0473:G003,GENE,PeniC,
M4-FUNG-0474:G001,GENE,gedC,
M4-FUNG-0474:G002,GENE,gedR,
M4-FUNG-0474:G003,GENE,gedL,
M4-FUNG-0475:G001,GENE,PFUR17_02294,
M4-FUNG-0476:G001,GENE,PKS14,
M4-FUNG-0476:G002,GENE,coexpressed candidate decarboxylation gene,
M4-FUNG-0477:G001,GENE,pks63787,
M4-FUNG-0478:G001,GENE,PKS7,
M4-FUNG-0479:G001,GENE,oatA,
M4-FUNG-0479:G002,GENE,otaB,
M4-FUNG-0479:G003,GENE,otaC,
M4-FUNG-0479:G004,GENE,otaR,
M4-FUNG-0479:G005,GENE,otaD,
M4-FUNG-0483:G001,GENE,asaC,
M4-FUNG-0483:G002,GENE,cluster 11 P450 oxidoreductase,
M4-FUNG-0483:G003,GENE,cluster 11 desaturase/hydroxylase,
M4-FUNG-0484:G001,GENE,Cle2,
M4-FUNG-0484:G002,GENE,Cle4,
M4-FUNG-0484:G003,GENE,Cle3,
M4-FUNG-0484:G004,GENE,Cle6,
M4-FUNG-0485:G001,GENE,Sre4,
M4-FUNG-0485:G002,GENE,Sre5,
M4-FUNG-0486:G001,GENE,ota-PKS ortholog,
M4-FUNG-0486:G002,GENE,ota-NRPS ortholog,
M4-FUNG-0486:G003,GENE,ota-P450 ortholog,
M4-FUNG-0486:G004,GENE,ota-bZIP ortholog,
