facet_id,dossier_id,facet_axis,raw_value,missingness_state,normalized_value,normalization_status,source_ids,source_row
M4-FUNG-0070:taxonomy.class:34,M4-FUNG-0070,taxonomy.class,Sordariomycetes,PRESENT,Sordariomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0070:taxonomy.order:35,M4-FUNG-0070,taxonomy.order,Hypocreales,PRESENT,Hypocreales,exact_taxonomic_string,S002,35
M4-FUNG-0070:taxonomy.family:36,M4-FUNG-0070,taxonomy.family,Cordycipitaceae,PRESENT,Cordycipitaceae,exact_taxonomic_string,S002,36
M4-FUNG-0070:taxonomy.genus:37,M4-FUNG-0070,taxonomy.genus,Lecanicillium,PRESENT,Lecanicillium,exact_taxonomic_string,S002,37
M4-FUNG-0070:organism.pathotype_or_ecotype:38,M4-FUNG-0070,organism.pathotype_or_ecotype,fungal lipopeptide producer; strain ecology not central to defining work,PRESENT,,unreviewed,S003,38
M4-FUNG-0070:ecology.lifestyle:39,M4-FUNG-0070,ecology.lifestyle,NR,NR,,missingness_only,S003,39
M4-FUNG-0070:ecology.host_or_environment:40,M4-FUNG-0070,ecology.host_or_environment,laboratory fungal culture,PRESENT,,unreviewed,S003,40
M4-FUNG-0070:biosynthesis.database_class:49,M4-FUNG-0070,biosynthesis.database_class,NRPS (Type I),PRESENT,,unreviewed,S001,49
M4-FUNG-0070:biosynthesis.refined_class:50,M4-FUNG-0070,biosynthesis.refined_class,"four-gene cyclic lipopeptide programme with NRPS, fatty-acid hydroxylase, thioesterase and AMP-dependent ligase",PRESENT,,unreviewed,S003,50
M4-FUNG-0070:genome.chromosome_context:53,M4-FUNG-0070,genome.chromosome_context,NR,NR,,missingness_only,S003,53
M4-FUNG-0070:genome.accessory_chromosome_status:54,M4-FUNG-0070,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0070:genome.copy_number_context:55,M4-FUNG-0070,genome.copy_number_context,NR,NR,,missingness_only,S003,55
M4-FUNG-0070:genome.repeat_context:56,M4-FUNG-0070,genome.repeat_context,NR,NR,,missingness_only,S003,56
M4-FUNG-0070:chemistry.product_family:62,M4-FUNG-0070,chemistry.product_family,verlamelin cyclic lipopeptides,PRESENT,,unreviewed,S001; S003,62
M4-FUNG-0070:chemistry.primary_product:63,M4-FUNG-0070,chemistry.primary_product,verlamelin,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0070:chemistry.chemical_class:65,M4-FUNG-0070,chemistry.chemical_class,cyclic lipopeptide / lipo-depsipeptide,PRESENT,,unreviewed,S003,65
M4-FUNG-0070:biology.biological_role:66,M4-FUNG-0070,biology.biological_role,antifungal natural product; native producer ecological function unresolved,PRESENT,,unreviewed,S003,66
M4-FUNG-0070:activation.native_pathway_state:68,M4-FUNG-0070,activation.native_pathway_state,active under laboratory production conditions,PRESENT,,unreviewed,S003,68
M4-FUNG-0070:activation.extracellular_recovery:70,M4-FUNG-0070,activation.extracellular_recovery,culture extract/broth,PRESENT,,unreviewed,S003,70
M4-FUNG-0070:activation.productive_developmental_state:77,M4-FUNG-0070,activation.productive_developmental_state,vegetative culture,PRESENT,,unreviewed,S003,77
M4-FUNG-0070:activation.physiological_state:78,M4-FUNG-0070,activation.physiological_state,requires primary-metabolic hydroxy-fatty-acid precursor supply,PRESENT,,unreviewed,S003,78
M4-FUNG-0070:activation.environmental_trigger:79,M4-FUNG-0070,activation.environmental_trigger,NF,NF,,missingness_only,S003,79
M4-FUNG-0070:activation.ecological_trigger:80,M4-FUNG-0070,activation.ecological_trigger,NF,NF,,missingness_only,S003,80
M4-FUNG-0070:activation.temporal_window:81,M4-FUNG-0070,activation.temporal_window,NR,NR,,missingness_only,S003,81
M4-FUNG-0070:activation.spatial_context:83,M4-FUNG-0070,activation.spatial_context,lipid precursor comes from cellular primary fatty-acid metabolism outside the four-gene locus,PRESENT,,unreviewed,S003,83
M4-FUNG-0070:activation.culture_architecture:84,M4-FUNG-0070,activation.culture_architecture,"fungal culture, targeted gene deletion and precursor feeding",PRESENT,,unreviewed,S003,84
M4-FUNG-0071:taxonomy.phylum:33,M4-FUNG-0071,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0071:taxonomy.class:34,M4-FUNG-0071,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0071:taxonomy.order:35,M4-FUNG-0071,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0071:taxonomy.family:36,M4-FUNG-0071,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0071:taxonomy.genus:37,M4-FUNG-0071,taxonomy.genus,Aspergillus,PRESENT,Aspergillus,exact_taxonomic_string,S002,37
M4-FUNG-0071:organism.pathotype_or_ecotype:38,M4-FUNG-0071,organism.pathotype_or_ecotype,crop-associated mycotoxigenic fungus,PRESENT,,unreviewed,S004,38
M4-FUNG-0071:ecology.lifestyle:39,M4-FUNG-0071,ecology.lifestyle,saprotrophic/plant-associated fungus,PRESENT,,unreviewed,S004,39
M4-FUNG-0071:ecology.host_or_environment:40,M4-FUNG-0071,ecology.host_or_environment,cracked-maize culture was used in transcriptome-guided discovery,PRESENT,,unreviewed,S003,40
M4-FUNG-0071:biosynthesis.database_class:49,M4-FUNG-0071,biosynthesis.database_class,ribosomal (RiPP),PRESENT,,unreviewed,S001,49
M4-FUNG-0071:biosynthesis.refined_class:50,M4-FUNG-0071,biosynthesis.refined_class,"fungal dikaritin/RiPP cluster centered on repeat-containing precursor UstA, cluster regulator UstR and oxidative/proteolytic tailoring enzymes",PRESENT,,unreviewed,S004; S006,50
M4-FUNG-0071:genome.chromosome_context:53,M4-FUNG-0071,genome.chromosome_context,A. flavus genomic scaffold EQ963480.1,PRESENT,,unreviewed,S001,53
M4-FUNG-0071:genome.accessory_chromosome_status:54,M4-FUNG-0071,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0071:genome.copy_number_context:55,M4-FUNG-0071,genome.copy_number_context,NR,NR,,missingness_only,S004,55
M4-FUNG-0071:genome.repeat_context:56,M4-FUNG-0071,genome.repeat_context,UstA precursor contains 16 repeated YAIG core motifs,PRESENT,,unreviewed,S004,56
M4-FUNG-0071:chemistry.product_family:62,M4-FUNG-0071,chemistry.product_family,ustiloxins / fungal RiPP dikaritins,PRESENT,,unreviewed,S001; S004,62
M4-FUNG-0071:chemistry.primary_product:63,M4-FUNG-0071,chemistry.primary_product,ustiloxin B,PRESENT,,unreviewed,S001; S004,63
M4-FUNG-0071:chemistry.chemical_class:65,M4-FUNG-0071,chemistry.chemical_class,ribosomally synthesized and post-translationally modified cyclic peptide,PRESENT,,unreviewed,S004; S006,65
M4-FUNG-0071:biology.biological_role:66,M4-FUNG-0071,biology.biological_role,plant-associated mycotoxin; native producer ecological role not fully resolved,PRESENT,,unreviewed,S004,66
M4-FUNG-0071:activation.native_pathway_state:68,M4-FUNG-0071,activation.native_pathway_state,condition-dependent; discovered through temperature-responsive maize-culture transcriptomics,PRESENT,,unreviewed,S003,68
M4-FUNG-0071:activation.extracellular_recovery:70,M4-FUNG-0071,activation.extracellular_recovery,culture extracts,PRESENT,,unreviewed,S004,70
M4-FUNG-0071:activation.productive_developmental_state:77,M4-FUNG-0071,activation.productive_developmental_state,filamentous culture on maize-derived substrate,PRESENT,,unreviewed,S003,77
M4-FUNG-0071:activation.physiological_state:78,M4-FUNG-0071,activation.physiological_state,RiPP precursor translation plus Golgi/proteolytic and oxidative maturation competence,PRESENT,,unreviewed,S005; S006,78
M4-FUNG-0071:activation.environmental_trigger:79,M4-FUNG-0071,activation.environmental_trigger,temperature-dependent expression on cracked maize (28 C versus 37 C) aided discovery,PRESENT,,unreviewed,S003,79
M4-FUNG-0071:activation.ecological_trigger:80,M4-FUNG-0071,activation.ecological_trigger,maize-associated substrate context,PRESENT,,unreviewed,S003,80
M4-FUNG-0071:activation.temporal_window:81,M4-FUNG-0071,activation.temporal_window,NR,NR,,missingness_only,S003,81
M4-FUNG-0071:activation.spatial_context:83,M4-FUNG-0071,activation.spatial_context,Golgi KexB cleavage/processing outside the cluster is required for normal product formation,PRESENT,,unreviewed,S005,83
M4-FUNG-0071:activation.culture_architecture:84,M4-FUNG-0071,activation.culture_architecture,"cracked-maize transcriptomics, native knockouts, A. oryzae forced-regulator expression and biochemical reconstruction",PRESENT,,unreviewed,S003; S005; S006,84
M4-FUNG-0072:taxonomy.phylum:33,M4-FUNG-0072,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0072:taxonomy.class:34,M4-FUNG-0072,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0072:taxonomy.order:35,M4-FUNG-0072,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0072:taxonomy.family:36,M4-FUNG-0072,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0072:taxonomy.genus:37,M4-FUNG-0072,taxonomy.genus,Aspergillus,PRESENT,Aspergillus,exact_taxonomic_string,S002,37
M4-FUNG-0072:organism.pathotype_or_ecotype:38,M4-FUNG-0072,organism.pathotype_or_ecotype,plant-associated mycotoxigenic fungus,PRESENT,,unreviewed,S003,38
M4-FUNG-0072:ecology.lifestyle:39,M4-FUNG-0072,ecology.lifestyle,saprotrophic/plant-associated fungus,PRESENT,,unreviewed,S003,39
M4-FUNG-0072:ecology.host_or_environment:40,M4-FUNG-0072,ecology.host_or_environment,laboratory culture and agricultural host-associated context,PRESENT,,unreviewed,S003,40
M4-FUNG-0072:biosynthesis.database_class:49,M4-FUNG-0072,biosynthesis.database_class,terpene (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0072:biosynthesis.refined_class:50,M4-FUNG-0072,biosynthesis.refined_class,split indole-diterpene pathway with ATM1 (atmG/C/M) and ATM2 (atmD/Q/B/A/P) on separate chromosomes,PRESENT,,unreviewed,S003; S004,50
M4-FUNG-0072:genome.chromosome_context:53,M4-FUNG-0072,genome.chromosome_context,ATM1 is telomere-proximal on chromosome 5; ATM2 is telomere-distal on chromosome 7 in the resolved model,PRESENT,,unreviewed,S004,53
M4-FUNG-0072:genome.accessory_chromosome_status:54,M4-FUNG-0072,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0072:genome.copy_number_context:55,M4-FUNG-0072,genome.copy_number_context,NR,NR,,missingness_only,S004,55
M4-FUNG-0072:genome.repeat_context:56,M4-FUNG-0072,genome.repeat_context,telomere-proximal/distal positioning is notable; detailed repeat context NR,PRESENT,,unreviewed,S004,56
M4-FUNG-0072:chemistry.product_family:62,M4-FUNG-0072,chemistry.product_family,indole-diterpene tremorgens,PRESENT,,unreviewed,S001; S003,62
M4-FUNG-0072:chemistry.primary_product:63,M4-FUNG-0072,chemistry.primary_product,aflatrem,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0072:chemistry.chemical_class:65,M4-FUNG-0072,chemistry.chemical_class,indole-diterpene,PRESENT,,unreviewed,S003,65
M4-FUNG-0072:biology.biological_role:66,M4-FUNG-0072,biology.biological_role,tremorgenic mycotoxin; producer ecological role unresolved,PRESENT,,unreviewed,S003,66
M4-FUNG-0072:activation.native_pathway_state:68,M4-FUNG-0072,activation.native_pathway_state,coordinately induced as aflatrem production begins,PRESENT,,unreviewed,S003; S004,68
M4-FUNG-0072:activation.extracellular_recovery:70,M4-FUNG-0072,activation.extracellular_recovery,fungal culture extract,PRESENT,,unreviewed,S003,70
M4-FUNG-0072:activation.productive_developmental_state:77,M4-FUNG-0072,activation.productive_developmental_state,secondary-metabolic culture state,PRESENT,,unreviewed,S003,77
M4-FUNG-0072:activation.physiological_state:78,M4-FUNG-0072,activation.physiological_state,requires coordinated expression of two chromosomal loci,PRESENT,,unreviewed,S004,78
M4-FUNG-0072:activation.environmental_trigger:79,M4-FUNG-0072,activation.environmental_trigger,NR,NR,,missingness_only,S003,79
M4-FUNG-0072:activation.ecological_trigger:80,M4-FUNG-0072,activation.ecological_trigger,NR,NR,,missingness_only,S003,80
M4-FUNG-0072:activation.temporal_window:81,M4-FUNG-0072,activation.temporal_window,transcripts from both loci rise with onset of aflatrem production,PRESENT,,unreviewed,S003; S004,81
M4-FUNG-0072:activation.spatial_context:83,M4-FUNG-0072,activation.spatial_context,two separated chromosome loci must be coordinately active,PRESENT,,unreviewed,S004,83
M4-FUNG-0072:activation.culture_architecture:84,M4-FUNG-0072,activation.culture_architecture,native fungal time-course plus heterologous P. paxilli complementation,PRESENT,,unreviewed,S003; S004,84
M4-FUNG-0073:taxonomy.phylum:33,M4-FUNG-0073,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0073:taxonomy.class:34,M4-FUNG-0073,taxonomy.class,Leotiomycetes,PRESENT,Leotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0073:taxonomy.order:35,M4-FUNG-0073,taxonomy.order,Helotiales,PRESENT,Helotiales,exact_taxonomic_string,S002,35
M4-FUNG-0073:taxonomy.family:36,M4-FUNG-0073,taxonomy.family,Sclerotiniaceae,PRESENT,Sclerotiniaceae,exact_taxonomic_string,S002,36
M4-FUNG-0073:taxonomy.genus:37,M4-FUNG-0073,taxonomy.genus,Botrytis,PRESENT,Botrytis,exact_taxonomic_string,S002,37
M4-FUNG-0073:organism.pathotype_or_ecotype:38,M4-FUNG-0073,organism.pathotype_or_ecotype,broad-host-range necrotrophic plant pathogen,PRESENT,,unreviewed,S003; S007,38
M4-FUNG-0073:ecology.lifestyle:39,M4-FUNG-0073,ecology.lifestyle,necrotrophic phytopathogen,PRESENT,,unreviewed,S003,39
M4-FUNG-0073:ecology.host_or_environment:40,M4-FUNG-0073,ecology.host_or_environment,infected plant tissues; laboratory fungal culture,PRESENT,,unreviewed,S003; S005,40
M4-FUNG-0073:biosynthesis.database_class:49,M4-FUNG-0073,biosynthesis.database_class,terpene (Sesquiterpene),PRESENT,,unreviewed,S001,49
M4-FUNG-0073:biosynthesis.refined_class:50,M4-FUNG-0073,biosynthesis.refined_class,"botryane sesquiterpene pathway with clustered cyclase, P450 tailoring, acetyltransferase and local regulatory/accessory genes",PRESENT,,unreviewed,S001; S003; S006; S007,50
M4-FUNG-0073:genome.chromosome_context:53,M4-FUNG-0073,genome.chromosome_context,B. cinerea chromosome 12 region in the gapless B05.10 assembly,PRESENT,,unreviewed,S001; S002,53
M4-FUNG-0073:genome.accessory_chromosome_status:54,M4-FUNG-0073,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0073:genome.copy_number_context:55,M4-FUNG-0073,genome.copy_number_context,NR,NR,,missingness_only,S007,55
M4-FUNG-0073:genome.repeat_context:56,M4-FUNG-0073,genome.repeat_context,BcBOT-containing GC-balanced islands alternate with AT-rich RIP-mutated transposable-element relics,PRESENT,,unreviewed,S007,56
M4-FUNG-0073:chemistry.product_family:62,M4-FUNG-0073,chemistry.product_family,botryane/probotryane sesquiterpenoids,PRESENT,,unreviewed,S001; S003; S006,62
M4-FUNG-0073:chemistry.primary_product:63,M4-FUNG-0073,chemistry.primary_product,botrydial,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0073:chemistry.chemical_class:65,M4-FUNG-0073,chemistry.chemical_class,sesquiterpenoid phytotoxin,PRESENT,,unreviewed,S003; S005,65
M4-FUNG-0073:biology.biological_role:66,M4-FUNG-0073,biology.biological_role,non-host-specific phytotoxin; contribution to virulence is strain/context dependent,PRESENT,,unreviewed,S005; S007,66
M4-FUNG-0073:activation.native_pathway_state:68,M4-FUNG-0073,activation.native_pathway_state,actively produced under permissive culture/infection conditions; strongly regulated,PRESENT,,unreviewed,S003; S007,68
M4-FUNG-0073:activation.extracellular_recovery:70,M4-FUNG-0073,activation.extracellular_recovery,organic extracts of fungal cultures and infected-material studies,PRESENT,,unreviewed,S003; S006,70
M4-FUNG-0073:activation.productive_developmental_state:77,M4-FUNG-0073,activation.productive_developmental_state,vegetative pathogenic/secondary-metabolic growth under producing conditions,PRESENT,,unreviewed,S003; S005,77
M4-FUNG-0073:activation.physiological_state:78,M4-FUNG-0073,activation.physiological_state,FPP supply plus coordinated expression of cyclase and oxidative-tailoring genes,PRESENT,,unreviewed,S003; S006,78
M4-FUNG-0073:activation.environmental_trigger:79,M4-FUNG-0073,activation.environmental_trigger,NR,NR,,missingness_only,S003; S007,79
M4-FUNG-0073:activation.ecological_trigger:80,M4-FUNG-0073,activation.ecological_trigger,"plant-associated pathogenic context supports biological relevance, but a specific inducing host signal is unresolved",PRESENT,,unreviewed,S005; S007,80
M4-FUNG-0073:activation.temporal_window:81,M4-FUNG-0073,activation.temporal_window,NR,NR,,missingness_only,S003; S007,81
M4-FUNG-0073:activation.spatial_context:83,M4-FUNG-0073,activation.spatial_context,local bipartite genomic region separated by AT-rich RIP-derived sequence,PRESENT,,unreviewed,S007,83
M4-FUNG-0073:activation.culture_architecture:84,M4-FUNG-0073,activation.culture_architecture,"native B. cinerea cultures, targeted knockouts/complementation, recombinant enzyme assays",PRESENT,,unreviewed,S003; S004; S006,84
M4-FUNG-0074:taxonomy.phylum:33,M4-FUNG-0074,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0074:taxonomy.class:34,M4-FUNG-0074,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0074:taxonomy.order:35,M4-FUNG-0074,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0074:taxonomy.family:36,M4-FUNG-0074,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0074:taxonomy.genus:37,M4-FUNG-0074,taxonomy.genus,Penicillium,PRESENT,Penicillium,exact_taxonomic_string,S002,37
M4-FUNG-0074:organism.pathotype_or_ecotype:38,M4-FUNG-0074,organism.pathotype_or_ecotype,food-associated blue-cheese and spoilage mold,PRESENT,,unreviewed,S004; S005,38
M4-FUNG-0074:ecology.lifestyle:39,M4-FUNG-0074,ecology.lifestyle,saprotrophic food/feed-associated fungus,PRESENT,,unreviewed,S004,39
M4-FUNG-0074:ecology.host_or_environment:40,M4-FUNG-0074,ecology.host_or_environment,"blue-cheese ripening environments, moulded grains, grass silage and laboratory culture",PRESENT,,unreviewed,S003; S004,40
M4-FUNG-0074:biosynthesis.database_class:49,M4-FUNG-0074,biosynthesis.database_class,terpene (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0074:biosynthesis.refined_class:50,M4-FUNG-0074,biosynthesis.refined_class,eremophilane sesquiterpenoid mycotoxin pathway initiated by aristolochene synthase,PRESENT,,unreviewed,S003; S004; S005,50
